2403
(-2.000000, 1.609719, 0.000000) (-2.000000, 1.609719, 0.000000) (0.000000, -955650304.000000) 
(-1.565000, -0.104306, 0.000000) (-1.570000, -0.104306, 0.000000) (0.000000, -523060.500000) 
(-1.570000, -0.014328, 0.000000) (-1.570000, -0.014328, 0.000000) (0.000000, -956006400.000000) 
(-1.565000, -0.104306, 0.000000) (-1.565000, -0.104306, 0.000000) (0.000000, -955650304.000000) 
(-1.560000, -0.194190, 0.000000) (-1.565000, -0.194190, 0.000000) (0.000000, -523060.500000) 
(-1.565000, -0.104306, 0.000000) (-1.565000, -0.104306, 0.000000) (0.000000, -956006400.000000) 
(-1.560000, -0.194190, 0.000000) (-1.560000, -0.194190, 0.000000) (0.000000, -955650304.000000) 
(-1.555000, -0.283900, 0.000000) (-1.560000, -0.283900, 0.000000) (0.000000, -523060.500000) 
(-1.560000, -0.194190, 0.000000) (-1.560000, -0.194190, 0.000000) (0.000000, -956006400.000000) 
(-1.555000, -0.283900, 0.000000) (-1.555000, -0.283900, 0.000000) (0.000000, -955650304.000000) 
(-1.550000, -0.373354, 0.000000) (-1.555000, -0.373354, 0.000000) (0.000000, -523060.500000) 
(-1.555000, -0.283900, 0.000000) (-1.555000, -0.283900, 0.000000) (0.000000, -956006400.000000) 
(-1.550000, -0.373354, 0.000000) (-1.550000, -0.373354, 0.000000) (0.000000, -955650304.000000) 
(-1.545000, -0.462475, 0.000000) (-1.550000, -0.462475, 0.000000) (0.000000, -523060.500000) 
(-1.550000, -0.373354, 0.000000) (-1.550000, -0.373354, 0.000000) (0.000000, -956006400.000000) 
(-1.545000, -0.462475, 0.000000) (-1.545000, -0.462475, 0.000000) (0.000000, -955650304.000000) 
(-1.540000, -0.551177, 0.000000) (-1.545000, -0.551177, 0.000000) (0.000000, -523060.500000) 
(-1.545000, -0.462475, 0.000000) (-1.545000, -0.462475, 0.000000) (0.000000, -956006400.000000) 
(-1.540000, -0.551177, 0.000000) (-1.540000, -0.551177, 0.000000) (0.000000, -955650304.000000) 
(-1.535000, -0.639383, 0.000000) (-1.540000, -0.639383, 0.000000) (0.000000, -523060.500000) 
(-1.540000, -0.551177, 0.000000) (-1.540000, -0.551177, 0.000000) (0.000000, -956006400.000000) 
(-1.535000, -0.639383, 0.000000) (-1.535000, -0.639383, 0.000000) (0.000000, -955650304.000000) 
(-1.530000, -0.727016, 0.000000) (-1.535000, -0.727016, 0.000000) (0.000000, -523060.500000) 
(-1.535000, -0.639383, 0.000000) (-1.535000, -0.639383, 0.000000) (0.000000, -956006400.000000) 
(-1.530000, -0.727016, 0.000000) (-1.530000, -0.727016, 0.000000) (0.000000, -955650304.000000) 
(-1.525000, -0.813993, 0.000000) (-1.530000, -0.813993, 0.000000) (0.000000, -523060.500000) 
(-1.530000, -0.727016, 0.000000) (-1.530000, -0.727016, 0.000000) (0.000000, -956006400.000000) 
(-1.525000, -0.813993, 0.000000) (-1.525000, -0.813993, 0.000000) (0.000000, -955650304.000000) 
(-1.520000, -0.900236, 0.000000) (-1.525000, -0.900236, 0.000000) (0.000000, -523060.500000) 
(-1.525000, -0.813993, 0.000000) (-1.525000, -0.813993, 0.000000) (0.000000, -956006400.000000) 
(-1.520000, -0.900236, 0.000000) (-1.520000, -0.900236, 0.000000) (0.000000, -955650304.000000) 
(-1.515000, -0.985670, 0.000000) (-1.520000, -0.985670, 0.000000) (0.000000, -523060.500000) 
(-1.520000, -0.900236, 0.000000) (-1.520000, -0.900236, 0.000000) (0.000000, -956006400.000000) 
(-1.515000, -0.985670, 0.000000) (-1.515000, -0.985670, 0.000000) (0.000000, -955650304.000000) 
(-1.510000, -1.070216, 0.000000) (-1.515000, -1.070216, 0.000000) (0.000000, -523060.500000) 
(-1.515000, -0.985670, 0.000000) (-1.515000, -0.985670, 0.000000) (0.000000, -956006400.000000) 
(-1.510000, -1.070216, 0.000000) (-1.510000, -1.070216, 0.000000) (0.000000, -955650304.000000) 
(-1.505000, -1.153803, 0.000000) (-1.510000, -1.153803, 0.000000) (0.000000, -523060.500000) 
(-1.510000, -1.070216, 0.000000) (-1.510000, -1.070216, 0.000000) (0.000000, -956006400.000000) 
(-1.505000, -1.153803, 0.000000) (-1.505000, -1.153803, 0.000000) (0.000000, -955650304.000000) 
(-1.500000, -1.236348, 0.000000) (-1.505000, -1.236348, 0.000000) (0.000000, -523060.500000) 
(-1.505000, -1.153803, 0.000000) (-1.505000, -1.153803, 0.000000) (0.000000, -956006400.000000) 
(-1.500000, -1.236348, 0.000000) (-1.500000, -1.236348, 0.000000) (0.000000, -955650304.000000) 
(-1.495000, -1.317780, 0.000000) (-1.500000, -1.317780, 0.000000) (0.000000, -523060.500000) 
(-1.500000, -1.236348, 0.000000) (-1.500000, -1.236348, 0.000000) (0.000000, -956006400.000000) 
(-1.495000, -1.317780, 0.000000) (-1.495000, -1.317780, 0.000000) (0.000000, -955650304.000000) 
(-1.490000, -1.398029, 0.000000) (-1.495000, -1.398029, 0.000000) (0.000000, -523060.500000) 
(-1.495000, -1.317780, 0.000000) (-1.495000, -1.317780, 0.000000) (0.000000, -956006400.000000) 
(-1.490000, -1.398029, 0.000000) (-1.490000, -1.398029, 0.000000) (0.000000, -955650304.000000) 
(-1.485000, -1.477018, 0.000000) (-1.490000, -1.477018, 0.000000) (0.000000, -523060.500000) 
(-1.490000, -1.398029, 0.000000) (-1.490000, -1.398029, 0.000000) (0.000000, -956006400.000000) 
(-1.485000, -1.477018, 0.000000) (-1.485000, -1.477018, 0.000000) (0.000000, -955650304.000000) 
(-1.480000, -1.554677, 0.000000) (-1.485000, -1.554677, 0.000000) (0.000000, -523060.500000) 
(-1.485000, -1.477018, 0.000000) (-1.485000, -1.477018, 0.000000) (0.000000, -956006400.000000) 
(-1.480000, -1.554677, 0.000000) (-1.480000, -1.554677, 0.000000) (0.000000, -955650304.000000) 
(-1.475001, -1.630937, 0.000000) (-1.480000, -1.630937, 0.000000) (0.000000, -523060.500000) 
(-1.480000, -1.554677, 0.000000) (-1.480000, -1.554677, 0.000000) (0.000000, -956006400.000000) 
(-1.475001, -1.630937, 0.000000) (-1.475001, -1.630937, 0.000000) (0.000000, -955650304.000000) 
(-1.470001, -1.705730, 0.000000) (-1.475001, -1.705730, 0.000000) (0.000000, -523060.500000) 
(-1.475001, -1.630937, 0.000000) (-1.475001, -1.630937, 0.000000) (0.000000, -956006400.000000) 
(-1.470001, -1.705730, 0.000000) (-1.470001, -1.705730, 0.000000) (0.000000, -955650304.000000) 
(-1.465001, -1.778989, 0.000000) (-1.470001, -1.778989, 0.000000) (0.000000, -523060.500000) 
(-1.470001, -1.705730, 0.000000) (-1.470001, -1.705730, 0.000000) (0.000000, -956006400.000000) 
(-1.465001, -1.778989, 0.000000) (-1.465001, -1.778989, 0.000000) (0.000000, -955650304.000000) 
(-1.460001, -1.850646, 0.000000) (-1.465001, -1.850646, 0.000000) (0.000000, -523060.500000) 
(-1.465001, -1.778989, 0.000000) (-1.465001, -1.778989, 0.000000) (0.000000, -956006400.000000) 
(-1.460001, -1.850646, 0.000000) (-1.460001, -1.850646, 0.000000) (0.000000, -955650304.000000) 
(-1.455001, -1.920637, 0.000000) (-1.460001, -1.920637, 0.000000) (0.000000, -523060.500000) 
(-1.460001, -1.850646, 0.000000) (-1.460001, -1.850646, 0.000000) (0.000000, -956006400.000000) 
(-1.455001, -1.920637, 0.000000) (-1.455001, -1.920637, 0.000000) (0.000000, -955650304.000000) 
(-1.450001, -1.988902, 0.000000) (-1.455001, -1.988902, 0.000000) (0.000000, -523060.500000) 
(-1.455001, -1.920637, 0.000000) (-1.455001, -1.920637, 0.000000) (0.000000, -956006400.000000) 
(-1.450001, -1.988902, 0.000000) (-1.450001, -1.988902, 0.000000) (0.000000, -955650304.000000) 
(-1.445001, -2.055374, 0.000000) (-1.450001, -2.055374, 0.000000) (0.000000, -523060.500000) 
(-1.450001, -1.988902, 0.000000) (-1.450001, -1.988902, 0.000000) (0.000000, -956006400.000000) 
(-1.445001, -2.055374, 0.000000) (-1.445001, -2.055374, 0.000000) (0.000000, -955650304.000000) 
(-1.440001, -2.119998, 0.000000) (-1.445001, -2.119998, 0.000000) (0.000000, -523060.500000) 
(-1.445001, -2.055374, 0.000000) (-1.445001, -2.055374, 0.000000) (0.000000, -956006400.000000) 
(-1.440001, -2.119998, 0.000000) (-1.440001, -2.119998, 0.000000) (0.000000, -955650304.000000) 
(-1.435001, -2.182713, 0.000000) (-1.440001, -2.182713, 0.000000) (0.000000, -523060.500000) 
(-1.440001, -2.119998, 0.000000) (-1.440001, -2.119998, 0.000000) (0.000000, -956006400.000000) 
(-1.435001, -2.182713, 0.000000) (-1.435001, -2.182713, 0.000000) (0.000000, -955650304.000000) 
(-1.430001, -2.243464, 0.000000) (-1.435001, -2.243464, 0.000000) (0.000000, -523060.500000) 
(-1.435001, -2.182713, 0.000000) (-1.435001, -2.182713, 0.000000) (0.000000, -956006400.000000) 
(-1.430001, -2.243464, 0.000000) (-1.430001, -2.243464, 0.000000) (0.000000, -955650304.000000) 
(-1.425001, -2.302197, 0.000000) (-1.430001, -2.302197, 0.000000) (0.000000, -523060.500000) 
(-1.430001, -2.243464, 0.000000) (-1.430001, -2.243464, 0.000000) (0.000000, -956006400.000000) 
(-1.425001, -2.302197, 0.000000) (-1.425001, -2.302197, 0.000000) (0.000000, -955650304.000000) 
(-1.420001, -2.358858, 0.000000) (-1.425001, -2.358858, 0.000000) (0.000000, -523060.500000) 
(-1.425001, -2.302197, 0.000000) (-1.425001, -2.302197, 0.000000) (0.000000, -956006400.000000) 
(-1.420001, -2.358858, 0.000000) (-1.420001, -2.358858, 0.000000) (0.000000, -955650304.000000) 
(-1.415001, -2.413395, 0.000000) (-1.420001, -2.413395, 0.000000) (0.000000, -523060.500000) 
(-1.420001, -2.358858, 0.000000) (-1.420001, -2.358858, 0.000000) (0.000000, -956006400.000000) 
(-1.415001, -2.413395, 0.000000) (-1.415001, -2.413395, 0.000000) (0.000000, -955650304.000000) 
(-1.410001, -2.465762, 0.000000) (-1.415001, -2.465762, 0.000000) (0.000000, -523060.500000) 
(-1.415001, -2.413395, 0.000000) (-1.415001, -2.413395, 0.000000) (0.000000, -956006400.000000) 
(-1.410001, -2.465762, 0.000000) (-1.410001, -2.465762, 0.000000) (0.000000, -955650304.000000) 
(-1.405001, -2.515909, 0.000000) (-1.410001, -2.515909, 0.000000) (0.000000, -523060.500000) 
(-1.410001, -2.465762, 0.000000) (-1.410001, -2.465762, 0.000000) (0.000000, -956006400.000000) 
(-1.405001, -2.515909, 0.000000) (-1.405001, -2.515909, 0.000000) (0.000000, -955650304.000000) 
(-1.400001, -2.563792, 0.000000) (-1.405001, -2.563792, 0.000000) (0.000000, -523060.500000) 
(-1.405001, -2.515909, 0.000000) (-1.405001, -2.515909, 0.000000) (0.000000, -956006400.000000) 
(-1.400001, -2.563792, 0.000000) (-1.400001, -2.563792, 0.000000) (0.000000, -955650304.000000) 
(-1.395001, -2.609367, 0.000000) (-1.400001, -2.609367, 0.000000) (0.000000, -523060.500000) 
(-1.400001, -2.563792, 0.000000) (-1.400001, -2.563792, 0.000000) (0.000000, -956006400.000000) 
(-1.395001, -2.609367, 0.000000) (-1.395001, -2.609367, 0.000000) (0.000000, -955650304.000000) 
(-1.390001, -2.652594, 0.000000) (-1.395001, -2.652594, 0.000000) (0.000000, -523060.500000) 
(-1.395001, -2.609367, 0.000000) (-1.395001, -2.609367, 0.000000) (0.000000, -956006400.000000) 
(-1.390001, -2.652594, 0.000000) (-1.390001, -2.652594, 0.000000) (0.000000, -955650304.000000) 
(-1.385001, -2.693435, 0.000000) (-1.390001, -2.693435, 0.000000) (0.000000, -523060.500000) 
(-1.390001, -2.652594, 0.000000) (-1.390001, -2.652594, 0.000000) (0.000000, -956006400.000000) 
(-1.385001, -2.693435, 0.000000) (-1.385001, -2.693435, 0.000000) (0.000000, -955650304.000000) 
(-1.380001, -2.731851, 0.000000) (-1.385001, -2.731851, 0.000000) (0.000000, -523060.500000) 
(-1.385001, -2.693435, 0.000000) (-1.385001, -2.693435, 0.000000) (0.000000, -956006400.000000) 
(-1.380001, -2.731851, 0.000000) (-1.380001, -2.731851, 0.000000) (0.000000, -955650304.000000) 
(-1.375001, -2.767808, 0.000000) (-1.380001, -2.767808, 0.000000) (0.000000, -523060.500000) 
(-1.380001, -2.731851, 0.000000) (-1.380001, -2.731851, 0.000000) (0.000000, -956006400.000000) 
(-1.375001, -2.767808, 0.000000) (-1.375001, -2.767808, 0.000000) (0.000000, -955650304.000000) 
(-1.370001, -2.801276, 0.000000) (-1.375001, -2.801276, 0.000000) (0.000000, -523060.500000) 
(-1.375001, -2.767808, 0.000000) (-1.375001, -2.767808, 0.000000) (0.000000, -956006400.000000) 
(-1.370001, -2.801276, 0.000000) (-1.370001, -2.801276, 0.000000) (0.000000, -955650304.000000) 
(-1.365001, -2.832222, 0.000000) (-1.370001, -2.832222, 0.000000) (0.000000, -523060.500000) 
(-1.370001, -2.801276, 0.000000) (-1.370001, -2.801276, 0.000000) (0.000000, -956006400.000000) 
(-1.365001, -2.832222, 0.000000) (-1.365001, -2.832222, 0.000000) (0.000000, -955650304.000000) 
(-1.360001, -2.860619, 0.000000) (-1.365001, -2.860619, 0.000000) (0.000000, -523060.500000) 
(-1.365001, -2.832222, 0.000000) (-1.365001, -2.832222, 0.000000) (0.000000, -956006400.000000) 
(-1.360001, -2.860619, 0.000000) (-1.360001, -2.860619, 0.000000) (0.000000, -955650304.000000) 
(-1.355001, -2.886441, 0.000000) (-1.360001, -2.886441, 0.000000) (0.000000, -523060.500000) 
(-1.360001, -2.860619, 0.000000) (-1.360001, -2.860619, 0.000000) (0.000000, -956006400.000000) 
(-1.355001, -2.886441, 0.000000) (-1.355001, -2.886441, 0.000000) (0.000000, -955650304.000000) 
(-1.350001, -2.909667, 0.000000) (-1.355001, -2.909667, 0.000000) (0.000000, -523060.500000) 
(-1.355001, -2.886441, 0.000000) (-1.355001, -2.886441, 0.000000) (0.000000, -956006400.000000) 
(-1.350001, -2.909667, 0.000000) (-1.350001, -2.909667, 0.000000) (0.000000, -955650304.000000) 
(-1.345001, -2.930274, 0.000000) (-1.350001, -2.930274, 0.000000) (0.000000, -523060.500000) 
(-1.350001, -2.909667, 0.000000) (-1.350001, -2.909667, 0.000000) (0.000000, -956006400.000000) 
(-1.345001, -2.930274, 0.000000) (-1.345001, -2.930274, 0.000000) (0.000000, -955650304.000000) 
(-1.340001, -2.948243, 0.000000) (-1.345001, -2.948243, 0.000000) (0.000000, -523060.500000) 
(-1.345001, -2.930274, 0.000000) (-1.345001, -2.930274, 0.000000) (0.000000, -956006400.000000) 
(-1.340001, -2.948243, 0.000000) (-1.340001, -2.948243, 0.000000) (0.000000, -955650304.000000) 
(-1.335001, -2.963560, 0.000000) (-1.340001, -2.963560, 0.000000) (0.000000, -523060.500000) 
(-1.340001, -2.948243, 0.000000) (-1.340001, -2.948243, 0.000000) (0.000000, -956006400.000000) 
(-1.335001, -2.963560, 0.000000) (-1.335001, -2.963560, 0.000000) (0.000000, -955650304.000000) 
(-1.330001, -2.976209, 0.000000) (-1.335001, -2.976209, 0.000000) (0.000000, -523060.500000) 
(-1.335001, -2.963560, 0.000000) (-1.335001, -2.963560, 0.000000) (0.000000, -956006400.000000) 
(-1.330001, -2.976209, 0.000000) (-1.330001, -2.976209, 0.000000) (0.000000, -955650304.000000) 
(-1.325001, -2.986180, 0.000000) (-1.330001, -2.986180, 0.000000) (0.000000, -523060.500000) 
(-1.330001, -2.976209, 0.000000) (-1.330001, -2.976209, 0.000000) (0.000000, -956006400.000000) 
(-1.325001, -2.986180, 0.000000) (-1.325001, -2.986180, 0.000000) (0.000000, -955650304.000000) 
(-1.320001, -2.993464, 0.000000) (-1.325001, -2.993464, 0.000000) (0.000000, -523060.500000) 
(-1.325001, -2.986180, 0.000000) (-1.325001, -2.986180, 0.000000) (0.000000, -956006400.000000) 
(-1.320001, -2.993464, 0.000000) (-1.320001, -2.993464, 0.000000) (0.000000, -955650304.000000) 
(-1.315001, -2.998054, 0.000000) (-1.320001, -2.998054, 0.000000) (0.000000, -523060.500000) 
(-1.320001, -2.993464, 0.000000) (-1.320001, -2.993464, 0.000000) (0.000000, -956006400.000000) 
(-1.315001, -2.998054, 0.000000) (-1.315001, -2.998054, 0.000000) (0.000000, -955650304.000000) 
(-1.310001, -2.999946, 0.000000) (-1.315001, -2.999946, 0.000000) (0.000000, -523060.500000) 
(-1.315001, -2.998054, 0.000000) (-1.315001, -2.998054, 0.000000) (0.000000, -956006400.000000) 
(-1.310001, -2.999946, 0.000000) (-1.310001, -2.999946, 0.000000) (0.000000, -955650304.000000) 
(-1.305001, -2.999138, 0.000000) (-1.310001, -2.999138, 0.000000) (0.000000, -523060.500000) 
(-1.310001, -2.999946, 0.000000) (-1.310001, -2.999946, 0.000000) (0.000000, -956006400.000000) 
(-1.305001, -2.999138, 0.000000) (-1.305001, -2.999138, 0.000000) (0.000000, -955650304.000000) 
(-1.300001, -2.995631, 0.000000) (-1.305001, -2.995631, 0.000000) (0.000000, -523060.500000) 
(-1.305001, -2.999138, 0.000000) (-1.305001, -2.999138, 0.000000) (0.000000, -956006400.000000) 
(-1.300001, -2.995631, 0.000000) (-1.300001, -2.995631, 0.000000) (0.000000, -955650304.000000) 
(-1.295001, -2.989428, 0.000000) (-1.300001, -2.989428, 0.000000) (0.000000, -523060.500000) 
(-1.300001, -2.995631, 0.000000) (-1.300001, -2.995631, 0.000000) (0.000000, -956006400.000000) 
(-1.295001, -2.989428, 0.000000) (-1.295001, -2.989428, 0.000000) (0.000000, -955650304.000000) 
(-1.290001, -2.980535, 0.000000) (-1.295001, -2.980535, 0.000000) (0.000000, -523060.500000) 
(-1.295001, -2.989428, 0.000000) (-1.295001, -2.989428, 0.000000) (0.000000, -956006400.000000) 
(-1.290001, -2.980535, 0.000000) (-1.290001, -2.980535, 0.000000) (0.000000, -955650304.000000) 
(-1.285001, -2.968959, 0.000000) (-1.290001, -2.968959, 0.000000) (0.000000, -523060.500000) 
(-1.290001, -2.980535, 0.000000) (-1.290001, -2.980535, 0.000000) (0.000000, -956006400.000000) 
(-1.285001, -2.968959, 0.000000) (-1.285001, -2.968959, 0.000000) (0.000000, -955650304.000000) 
(-1.280001, -2.954712, 0.000000) (-1.285001, -2.954712, 0.000000) (0.000000, -523060.500000) 
(-1.285001, -2.968959, 0.000000) (-1.285001, -2.968959, 0.000000) (0.000000, -956006400.000000) 
(-1.280001, -2.954712, 0.000000) (-1.280001, -2.954712, 0.000000) (0.000000, -955650304.000000) 
(-1.275001, -2.937806, 0.000000) (-1.280001, -2.937806, 0.000000) (0.000000, -523060.500000) 
(-1.280001, -2.954712, 0.000000) (-1.280001, -2.954712, 0.000000) (0.000000, -956006400.000000) 
(-1.275001, -2.937806, 0.000000) (-1.275001, -2.937806, 0.000000) (0.000000, -955650304.000000) 
(-1.270001, -2.918256, 0.000000) (-1.275001, -2.918256, 0.000000) (0.000000, -523060.500000) 
(-1.275001, -2.937806, 0.000000) (-1.275001, -2.937806, 0.000000) (0.000000, -956006400.000000) 
(-1.270001, -2.918256, 0.000000) (-1.270001, -2.918256, 0.000000) (0.000000, -955650304.000000) 
(-1.265001, -2.896079, 0.000000) (-1.270001, -2.896079, 0.000000) (0.000000, -523060.500000) 
(-1.270001, -2.918256, 0.000000) (-1.270001, -2.918256, 0.000000) (0.000000, -956006400.000000) 
(-1.265001, -2.896079, 0.000000) (-1.265001, -2.896079, 0.000000) (0.000000, -955650304.000000) 
(-1.260001, -2.871297, 0.000000) (-1.265001, -2.871297, 0.000000) (0.000000, -523060.500000) 
(-1.265001, -2.896079, 0.000000) (-1.265001, -2.896079, 0.000000) (0.000000, -956006400.000000) 
(-1.260001, -2.871297, 0.000000) (-1.260001, -2.871297, 0.000000) (0.000000, -955650304.000000) 
(-1.255001, -2.843930, 0.000000) (-1.260001, -2.843930, 0.000000) (0.000000, -523060.500000) 
(-1.260001, -2.871297, 0.000000) (-1.260001, -2.871297, 0.000000) (0.000000, -956006400.000000) 
(-1.255001, -2.843930, 0.000000) (-1.255001, -2.843930, 0.000000) (0.000000, -955650304.000000) 
(-1.250001, -2.814004, 0.000000) (-1.255001, -2.814004, 0.000000) (0.000000, -523060.500000) 
(-1.255001, -2.843930, 0.000000) (-1.255001, -2.843930, 0.000000) (0.000000, -956006400.000000) 
(-1.250001, -2.814004, 0.000000) (-1.250001, -2.814004, 0.000000) (0.000000, -955650304.000000) 
(-1.245001, -2.781546, 0.000000) (-1.250001, -2.781546, 0.000000) (0.000000, -523060.500000) 
(-1.250001, -2.814004, 0.000000) (-1.250001, -2.814004, 0.000000) (0.000000, -956006400.000000) 
(-1.245001, -2.781546, 0.000000) (-1.245001, -2.781546, 0.000000) (0.000000, -955650304.000000) 
(-1.240001, -2.746584, 0.000000) (-1.245001, -2.746584, 0.000000) (0.000000, -523060.500000) 
(-1.245001, -2.781546, 0.000000) (-1.245001, -2.781546, 0.000000) (0.000000, -956006400.000000) 
(-1.240001, -2.746584, 0.000000) (-1.240001, -2.746584, 0.000000) (0.000000, -955650304.000000) 
(-1.235001, -2.709152, 0.000000) (-1.240001, -2.709152, 0.000000) (0.000000, -523060.500000) 
(-1.240001, -2.746584, 0.000000) (-1.240001, -2.746584, 0.000000) (0.000000, -956006400.000000) 
(-1.235001, -2.709152, 0.000000) (-1.235001, -2.709152, 0.000000) (0.000000, -955650304.000000) 
(-1.230001, -2.669280, 0.000000) (-1.235001, -2.669280, 0.000000) (0.000000, -523060.500000) 
(-1.235001, -2.709152, 0.000000) (-1.235001, -2.709152, 0.000000) (0.000000, -956006400.000000) 
(-1.230001, -2.669280, 0.000000) (-1.230001, -2.669280, 0.000000) (0.000000, -955650304.000000) 
(-1.225001, -2.627006, 0.000000) (-1.230001, -2.627006, 0.000000) (0.000000, -523060.500000) 
(-1.230001, -2.669280, 0.000000) (-1.230001, -2.669280, 0.000000) (0.000000, -956006400.000000) 
(-1.225001, -2.627006, 0.000000) (-1.225001, -2.627006, 0.000000) (0.000000, -955650304.000000) 
(-1.220001, -2.582369, 0.000000) (-1.225001, -2.582369, 0.000000) (0.000000, -523060.500000) 
(-1.225001, -2.627006, 0.000000) (-1.225001, -2.627006, 0.000000) (0.000000, -956006400.000000) 
(-1.220001, -2.582369, 0.000000) (-1.220001, -2.582369, 0.000000) (0.000000, -955650304.000000) 
(-1.215001, -2.535408, 0.000000) (-1.220001, -2.535408, 0.000000) (0.000000, -523060.500000) 
(-1.220001, -2.582369, 0.000000) (-1.220001, -2.582369, 0.000000) (0.000000, -956006400.000000) 
(-1.215001, -2.535408, 0.000000) (-1.215001, -2.535408, 0.000000) (0.000000, -955650304.000000) 
(-1.210001, -2.486164, 0.000000) (-1.215001, -2.486164, 0.000000) (0.000000, -523060.500000) 
(-1.215001, -2.535408, 0.000000) (-1.215001, -2.535408, 0.000000) (0.000000, -956006400.000000) 
(-1.210001, -2.486164, 0.000000) (-1.210001, -2.486164, 0.000000) (0.000000, -955650304.000000) 
